Pacman position: (12, 10),Legal actions: ['North', 'South', 'East', 'West', 'Stop'],Living ghosts: [False, True, True, True, True],Ghosts positions: [(5, 6), (5, 12), (13, 6), (13, 12)],Ghosts distances: [11, 9, 5, 3]
Pacman position: (12, 10),Legal actions: ['North', 'South', 'East', 'West', 'Stop'],Living ghosts: [False, True, True, True, True],Ghosts positions: [(5, 6), (5, 12), (13, 6), (13, 12)],Ghosts distances: [11, 9, 5, 3]
Pacman position: (13, 10),Legal actions: ['North', 'South', 'East', 'West', 'Stop'],Living ghosts: [False, True, True, True, True],Ghosts positions: [(5, 6), (5, 12), (13, 6), (13, 12)],Ghosts distances: [12, 10, 4, 2]
Pacman position: (12, 10),Legal actions: ['North', 'South', 'East', 'West', 'Stop'],Living ghosts: [False, True, True, True, True],Ghosts positions: [(5, 6), (5, 12), (13, 6), (13, 12)],Ghosts distances: [11, 9, 5, 3]
Pacman position: (13, 10),Legal actions: ['North', 'South', 'East', 'West', 'Stop'],Living ghosts: [False, True, True, True, True],Ghosts positions: [(5, 6), (5, 12), (13, 6), (13, 12)],Ghosts distances: [12, 10, 4, 2]
Pacman position: (12, 10),Legal actions: ['North', 'South', 'East', 'West', 'Stop'],Living ghosts: [False, True, True, True, True],Ghosts positions: [(5, 6), (5, 12), (13, 6), (13, 12)],Ghosts distances: [11, 9, 5, 3]
Pacman position: (13, 10),Legal actions: ['North', 'South', 'East', 'West', 'Stop'],Living ghosts: [False, True, True, True, True],Ghosts positions: [(5, 6), (5, 12), (13, 6), (13, 12)],Ghosts distances: [12, 10, 4, 2]
Pacman position: (12, 10),Legal actions: ['North', 'South', 'East', 'West', 'Stop'],Living ghosts: [False, True, True, True, True],Ghosts positions: [(5, 6), (5, 12), (13, 6), (13, 12)],Ghosts distances: [11, 9, 5, 3]
Pacman position: (13, 10),Legal actions: ['North', 'South', 'East', 'West', 'Stop'],Living ghosts: [False, True, True, True, True],Ghosts positions: [(5, 6), (5, 12), (13, 6), (13, 12)],Ghosts distances: [12, 10, 4, 2]
Pacman position: (12, 10),Legal actions: ['North', 'South', 'East', 'West', 'Stop'],Living ghosts: [False, True, True, True, True],Ghosts positions: [(5, 6), (5, 12), (13, 6), (13, 12)],Ghosts distances: [11, 9, 5, 3]
Pacman position: (13, 10),Legal actions: ['North', 'South', 'East', 'West', 'Stop'],Living ghosts: [False, True, True, True, True],Ghosts positions: [(5, 6), (5, 12), (13, 6), (13, 12)],Ghosts distances: [12, 10, 4, 2]
Pacman position: (12, 10),Legal actions: ['North', 'South', 'East', 'West', 'Stop'],Living ghosts: [False, True, True, True, True],Ghosts positions: [(5, 6), (5, 12), (13, 6), (13, 12)],Ghosts distances: [11, 9, 5, 3]
Pacman position: (12, 10),Legal actions: ['North', 'South', 'East', 'West', 'Stop'],Living ghosts: [False, True, True, True, True],Ghosts positions: [(5, 6), (5, 12), (13, 6), (13, 12)],Ghosts distances: [11, 9, 5, 3]
Pacman position: (12, 11),Legal actions: ['North', 'South', 'East', 'West', 'Stop'],Living ghosts: [False, True, True, True, True],Ghosts positions: [(5, 6), (5, 12), (13, 6), (13, 12)],Ghosts distances: [12, 8, 6, 2]
Pacman position: (13, 11),Legal actions: ['North', 'South', 'East', 'West', 'Stop'],Living ghosts: [False, True, True, True, True],Ghosts positions: [(5, 6), (5, 12), (13, 6), (13, 12)],Ghosts distances: [13, 9, 5, 1]
Pacman position: (12, 10),Legal actions: ['North', 'South', 'East', 'West', 'Stop'],Living ghosts: [False, True, True, True, True],Ghosts positions: [(5, 6), (5, 12), (13, 6), (13, 12)],Ghosts distances: [11, 9, 5, 3]
Pacman position: (12, 11),Legal actions: ['North', 'South', 'East', 'West', 'Stop'],Living ghosts: [False, True, True, True, True],Ghosts positions: [(5, 6), (5, 12), (13, 6), (13, 12)],Ghosts distances: [12, 8, 6, 2]
Pacman position: (13, 11),Legal actions: ['North', 'South', 'East', 'West', 'Stop'],Living ghosts: [False, True, True, True, True],Ghosts positions: [(5, 6), (5, 12), (13, 6), (13, 12)],Ghosts distances: [13, 9, 5, 1]
Pacman position: (13, 12),Legal actions: ['North', 'South', 'East', 'West', 'Stop'],Living ghosts: [False, True, True, True, False],Ghosts positions: [(5, 6), (5, 12), (13, 6), (7, 1)],Ghosts distances: [14, 8, 6, None]
Pacman position: (13, 11),Legal actions: ['North', 'South', 'East', 'West', 'Stop'],Living ghosts: [False, True, True, True, False],Ghosts positions: [(5, 6), (5, 12), (13, 6), (7, 1)],Ghosts distances: [13, 9, 5, None]
Pacman position: (13, 10),Legal actions: ['North', 'South', 'East', 'West', 'Stop'],Living ghosts: [False, True, True, True, False],Ghosts positions: [(5, 6), (5, 12), (13, 6), (7, 1)],Ghosts distances: [12, 10, 4, None]
Pacman position: (13, 9),Legal actions: ['North', 'South', 'East', 'West', 'Stop'],Living ghosts: [False, True, True, True, False],Ghosts positions: [(5, 6), (5, 12), (13, 6), (7, 1)],Ghosts distances: [11, 11, 3, None]
Pacman position: (13, 8),Legal actions: ['North', 'South', 'East', 'West', 'Stop'],Living ghosts: [False, True, True, True, False],Ghosts positions: [(5, 6), (5, 12), (13, 6), (7, 1)],Ghosts distances: [10, 12, 2, None]
Pacman position: (13, 7),Legal actions: ['North', 'South', 'East', 'West', 'Stop'],Living ghosts: [False, True, True, True, False],Ghosts positions: [(5, 6), (5, 12), (13, 6), (7, 1)],Ghosts distances: [9, 13, 1, None]
Pacman position: (13, 6),Legal actions: ['North', 'South', 'East', 'West', 'Stop'],Living ghosts: [False, True, True, False, False],Ghosts positions: [(5, 6), (5, 12), (5, 1), (7, 1)],Ghosts distances: [8, 14, None, None]
Pacman position: (12, 6),Legal actions: ['North', 'South', 'East', 'West', 'Stop'],Living ghosts: [False, True, True, False, False],Ghosts positions: [(5, 6), (5, 12), (5, 1), (7, 1)],Ghosts distances: [7, 13, None, None]
Pacman position: (11, 6),Legal actions: ['North', 'South', 'East', 'West', 'Stop'],Living ghosts: [False, True, True, False, False],Ghosts positions: [(5, 6), (5, 12), (5, 1), (7, 1)],Ghosts distances: [6, 12, None, None]
Pacman position: (10, 6),Legal actions: ['North', 'South', 'East', 'West', 'Stop'],Living ghosts: [False, True, True, False, False],Ghosts positions: [(5, 6), (5, 12), (5, 1), (7, 1)],Ghosts distances: [5, 11, None, None]
Pacman position: (9, 6),Legal actions: ['North', 'South', 'East', 'West', 'Stop'],Living ghosts: [False, True, True, False, False],Ghosts positions: [(5, 6), (5, 12), (5, 1), (7, 1)],Ghosts distances: [4, 10, None, None]
Pacman position: (8, 6),Legal actions: ['North', 'South', 'East', 'West', 'Stop'],Living ghosts: [False, True, True, False, False],Ghosts positions: [(5, 6), (5, 12), (5, 1), (7, 1)],Ghosts distances: [3, 9, None, None]
Pacman position: (7, 6),Legal actions: ['North', 'South', 'East', 'West', 'Stop'],Living ghosts: [False, True, True, False, False],Ghosts positions: [(5, 6), (5, 12), (5, 1), (7, 1)],Ghosts distances: [2, 8, None, None]
Pacman position: (6, 6),Legal actions: ['North', 'South', 'East', 'West', 'Stop'],Living ghosts: [False, True, True, False, False],Ghosts positions: [(5, 6), (5, 12), (5, 1), (7, 1)],Ghosts distances: [1, 7, None, None]
Pacman position: (5, 6),Legal actions: ['North', 'South', 'East', 'West', 'Stop'],Living ghosts: [False, False, True, False, False],Ghosts positions: [(1, 1), (5, 12), (5, 1), (7, 1)],Ghosts distances: [None, 6, None, None]
Pacman position: (5, 7),Legal actions: ['North', 'South', 'East', 'West', 'Stop'],Living ghosts: [False, False, True, False, False],Ghosts positions: [(1, 1), (5, 12), (5, 1), (7, 1)],Ghosts distances: [None, 5, None, None]
Pacman position: (5, 8),Legal actions: ['North', 'South', 'East', 'West', 'Stop'],Living ghosts: [False, False, True, False, False],Ghosts positions: [(1, 1), (5, 12), (5, 1), (7, 1)],Ghosts distances: [None, 4, None, None]
Pacman position: (5, 9),Legal actions: ['South', 'East', 'West', 'Stop'],Living ghosts: [False, False, True, False, False],Ghosts positions: [(1, 1), (5, 12), (5, 1), (7, 1)],Ghosts distances: [None, 3, None, None]
Pacman position: (5, 9),Legal actions: ['South', 'East', 'West', 'Stop'],Living ghosts: [False, False, True, False, False],Ghosts positions: [(1, 1), (5, 12), (5, 1), (7, 1)],Ghosts distances: [None, 3, None, None]
Pacman position: (5, 9),Legal actions: ['South', 'East', 'West', 'Stop'],Living ghosts: [False, False, True, False, False],Ghosts positions: [(1, 1), (5, 12), (5, 1), (7, 1)],Ghosts distances: [None, 3, None, None]
Pacman position: (5, 9),Legal actions: ['South', 'East', 'West', 'Stop'],Living ghosts: [False, False, True, False, False],Ghosts positions: [(1, 1), (5, 12), (5, 1), (7, 1)],Ghosts distances: [None, 3, None, None]
Pacman position: (5, 9),Legal actions: ['South', 'East', 'West', 'Stop'],Living ghosts: [False, False, True, False, False],Ghosts positions: [(1, 1), (5, 12), (5, 1), (7, 1)],Ghosts distances: [None, 3, None, None]
Pacman position: (5, 9),Legal actions: ['South', 'East', 'West', 'Stop'],Living ghosts: [False, False, True, False, False],Ghosts positions: [(1, 1), (5, 12), (5, 1), (7, 1)],Ghosts distances: [None, 3, None, None]
Pacman position: (5, 9),Legal actions: ['South', 'East', 'West', 'Stop'],Living ghosts: [False, False, True, False, False],Ghosts positions: [(1, 1), (5, 12), (5, 1), (7, 1)],Ghosts distances: [None, 3, None, None]
Pacman position: (5, 9),Legal actions: ['South', 'East', 'West', 'Stop'],Living ghosts: [False, False, True, False, False],Ghosts positions: [(1, 1), (5, 12), (5, 1), (7, 1)],Ghosts distances: [None, 3, None, None]
Pacman position: (5, 9),Legal actions: ['South', 'East', 'West', 'Stop'],Living ghosts: [False, False, True, False, False],Ghosts positions: [(1, 1), (5, 12), (5, 1), (7, 1)],Ghosts distances: [None, 3, None, None]
Pacman position: (5, 9),Legal actions: ['South', 'East', 'West', 'Stop'],Living ghosts: [False, False, True, False, False],Ghosts positions: [(1, 1), (5, 12), (5, 1), (7, 1)],Ghosts distances: [None, 3, None, None]
Pacman position: (5, 9),Legal actions: ['South', 'East', 'West', 'Stop'],Living ghosts: [False, False, True, False, False],Ghosts positions: [(1, 1), (5, 12), (5, 1), (7, 1)],Ghosts distances: [None, 3, None, None]
Pacman position: (5, 9),Legal actions: ['South', 'East', 'West', 'Stop'],Living ghosts: [False, False, True, False, False],Ghosts positions: [(1, 1), (5, 12), (5, 1), (7, 1)],Ghosts distances: [None, 3, None, None]
Pacman position: (5, 9),Legal actions: ['South', 'East', 'West', 'Stop'],Living ghosts: [False, False, True, False, False],Ghosts positions: [(1, 1), (5, 12), (5, 1), (7, 1)],Ghosts distances: [None, 3, None, None]
Pacman position: (5, 9),Legal actions: ['South', 'East', 'West', 'Stop'],Living ghosts: [False, False, True, False, False],Ghosts positions: [(1, 1), (5, 12), (5, 1), (7, 1)],Ghosts distances: [None, 3, None, None]
Pacman position: (5, 9),Legal actions: ['South', 'East', 'West', 'Stop'],Living ghosts: [False, False, True, False, False],Ghosts positions: [(1, 1), (5, 12), (5, 1), (7, 1)],Ghosts distances: [None, 3, None, None]
Pacman position: (5, 9),Legal actions: ['South', 'East', 'West', 'Stop'],Living ghosts: [False, False, True, False, False],Ghosts positions: [(1, 1), (5, 12), (5, 1), (7, 1)],Ghosts distances: [None, 3, None, None]
Pacman position: (5, 9),Legal actions: ['South', 'East', 'West', 'Stop'],Living ghosts: [False, False, True, False, False],Ghosts positions: [(1, 1), (5, 12), (5, 1), (7, 1)],Ghosts distances: [None, 3, None, None]
Pacman position: (5, 9),Legal actions: ['South', 'East', 'West', 'Stop'],Living ghosts: [False, False, True, False, False],Ghosts positions: [(1, 1), (5, 12), (5, 1), (7, 1)],Ghosts distances: [None, 3, None, None]
Pacman position: (5, 9),Legal actions: ['South', 'East', 'West', 'Stop'],Living ghosts: [False, False, True, False, False],Ghosts positions: [(1, 1), (5, 12), (5, 1), (7, 1)],Ghosts distances: [None, 3, None, None]
Pacman position: (5, 9),Legal actions: ['South', 'East', 'West', 'Stop'],Living ghosts: [False, False, True, False, False],Ghosts positions: [(1, 1), (5, 12), (5, 1), (7, 1)],Ghosts distances: [None, 3, None, None]
Pacman position: (5, 9),Legal actions: ['South', 'East', 'West', 'Stop'],Living ghosts: [False, False, True, False, False],Ghosts positions: [(1, 1), (5, 12), (5, 1), (7, 1)],Ghosts distances: [None, 3, None, None]
Pacman position: (5, 9),Legal actions: ['South', 'East', 'West', 'Stop'],Living ghosts: [False, False, True, False, False],Ghosts positions: [(1, 1), (5, 12), (5, 1), (7, 1)],Ghosts distances: [None, 3, None, None]
Pacman position: (5, 9),Legal actions: ['South', 'East', 'West', 'Stop'],Living ghosts: [False, False, True, False, False],Ghosts positions: [(1, 1), (5, 12), (5, 1), (7, 1)],Ghosts distances: [None, 3, None, None]
Pacman position: (5, 9),Legal actions: ['South', 'East', 'West', 'Stop'],Living ghosts: [False, False, True, False, False],Ghosts positions: [(1, 1), (5, 12), (5, 1), (7, 1)],Ghosts distances: [None, 3, None, None]
Pacman position: (5, 9),Legal actions: ['South', 'East', 'West', 'Stop'],Living ghosts: [False, False, True, False, False],Ghosts positions: [(1, 1), (5, 12), (5, 1), (7, 1)],Ghosts distances: [None, 3, None, None]
Pacman position: (12, 10),Legal actions: ['North', 'South', 'East', 'West', 'Stop'],Living ghosts: [False, True, True, True, True],Ghosts positions: [(5, 6), (5, 12), (13, 6), (13, 12)],Ghosts distances: [11, 9, 5, 3]
Pacman position: (12, 11),Legal actions: ['North', 'South', 'East', 'West', 'Stop'],Living ghosts: [False, True, True, True, True],Ghosts positions: [(5, 6), (5, 12), (13, 6), (13, 12)],Ghosts distances: [12, 8, 6, 2]
Pacman position: (13, 11),Legal actions: ['North', 'South', 'East', 'West', 'Stop'],Living ghosts: [False, True, True, True, True],Ghosts positions: [(5, 6), (5, 12), (13, 6), (13, 12)],Ghosts distances: [13, 9, 5, 1]
Pacman position: (13, 12),Legal actions: ['North', 'South', 'East', 'West', 'Stop'],Living ghosts: [False, True, True, True, False],Ghosts positions: [(5, 6), (5, 12), (13, 6), (7, 1)],Ghosts distances: [14, 8, 6, None]
Pacman position: (13, 11),Legal actions: ['North', 'South', 'East', 'West', 'Stop'],Living ghosts: [False, True, True, True, False],Ghosts positions: [(5, 6), (5, 12), (13, 6), (7, 1)],Ghosts distances: [13, 9, 5, None]
Pacman position: (13, 10),Legal actions: ['North', 'South', 'East', 'West', 'Stop'],Living ghosts: [False, True, True, True, False],Ghosts positions: [(5, 6), (5, 12), (13, 6), (7, 1)],Ghosts distances: [12, 10, 4, None]
Pacman position: (13, 9),Legal actions: ['North', 'South', 'East', 'West', 'Stop'],Living ghosts: [False, True, True, True, False],Ghosts positions: [(5, 6), (5, 12), (13, 6), (7, 1)],Ghosts distances: [11, 11, 3, None]
Pacman position: (13, 8),Legal actions: ['North', 'South', 'East', 'West', 'Stop'],Living ghosts: [False, True, True, True, False],Ghosts positions: [(5, 6), (5, 12), (13, 6), (7, 1)],Ghosts distances: [10, 12, 2, None]
Pacman position: (13, 7),Legal actions: ['North', 'South', 'East', 'West', 'Stop'],Living ghosts: [False, True, True, True, False],Ghosts positions: [(5, 6), (5, 12), (13, 6), (7, 1)],Ghosts distances: [9, 13, 1, None]
Pacman position: (13, 6),Legal actions: ['North', 'South', 'East', 'West', 'Stop'],Living ghosts: [False, True, True, False, False],Ghosts positions: [(5, 6), (5, 12), (5, 1), (7, 1)],Ghosts distances: [8, 14, None, None]
Pacman position: (12, 6),Legal actions: ['North', 'South', 'East', 'West', 'Stop'],Living ghosts: [False, True, True, False, False],Ghosts positions: [(5, 6), (5, 12), (5, 1), (7, 1)],Ghosts distances: [7, 13, None, None]
Pacman position: (11, 6),Legal actions: ['North', 'South', 'East', 'West', 'Stop'],Living ghosts: [False, True, True, False, False],Ghosts positions: [(5, 6), (5, 12), (5, 1), (7, 1)],Ghosts distances: [6, 12, None, None]
Pacman position: (10, 6),Legal actions: ['North', 'South', 'East', 'West', 'Stop'],Living ghosts: [False, True, True, False, False],Ghosts positions: [(5, 6), (5, 12), (5, 1), (7, 1)],Ghosts distances: [5, 11, None, None]
Pacman position: (9, 6),Legal actions: ['North', 'South', 'East', 'West', 'Stop'],Living ghosts: [False, True, True, False, False],Ghosts positions: [(5, 6), (5, 12), (5, 1), (7, 1)],Ghosts distances: [4, 10, None, None]
Pacman position: (8, 6),Legal actions: ['North', 'South', 'East', 'West', 'Stop'],Living ghosts: [False, True, True, False, False],Ghosts positions: [(5, 6), (5, 12), (5, 1), (7, 1)],Ghosts distances: [3, 9, None, None]
Pacman position: (7, 6),Legal actions: ['North', 'South', 'East', 'West', 'Stop'],Living ghosts: [False, True, True, False, False],Ghosts positions: [(5, 6), (5, 12), (5, 1), (7, 1)],Ghosts distances: [2, 8, None, None]
Pacman position: (6, 6),Legal actions: ['North', 'South', 'East', 'West', 'Stop'],Living ghosts: [False, True, True, False, False],Ghosts positions: [(5, 6), (5, 12), (5, 1), (7, 1)],Ghosts distances: [1, 7, None, None]
Pacman position: (5, 6),Legal actions: ['North', 'South', 'East', 'West', 'Stop'],Living ghosts: [False, False, True, False, False],Ghosts positions: [(1, 1), (5, 12), (5, 1), (7, 1)],Ghosts distances: [None, 6, None, None]
Pacman position: (5, 7),Legal actions: ['North', 'South', 'East', 'West', 'Stop'],Living ghosts: [False, False, True, False, False],Ghosts positions: [(1, 1), (5, 12), (5, 1), (7, 1)],Ghosts distances: [None, 5, None, None]
Pacman position: (5, 8),Legal actions: ['North', 'South', 'East', 'West', 'Stop'],Living ghosts: [False, False, True, False, False],Ghosts positions: [(1, 1), (5, 12), (5, 1), (7, 1)],Ghosts distances: [None, 4, None, None]
Pacman position: (5, 9),Legal actions: ['South', 'East', 'West', 'Stop'],Living ghosts: [False, False, True, False, False],Ghosts positions: [(1, 1), (5, 12), (5, 1), (7, 1)],Ghosts distances: [None, 3, None, None]
Pacman position: (5, 9),Legal actions: ['South', 'East', 'West', 'Stop'],Living ghosts: [False, False, True, False, False],Ghosts positions: [(1, 1), (5, 12), (5, 1), (7, 1)],Ghosts distances: [None, 3, None, None]
Pacman position: (5, 9),Legal actions: ['South', 'East', 'West', 'Stop'],Living ghosts: [False, False, True, False, False],Ghosts positions: [(1, 1), (5, 12), (5, 1), (7, 1)],Ghosts distances: [None, 3, None, None]
Pacman position: (5, 9),Legal actions: ['South', 'East', 'West', 'Stop'],Living ghosts: [False, False, True, False, False],Ghosts positions: [(1, 1), (5, 12), (5, 1), (7, 1)],Ghosts distances: [None, 3, None, None]
Pacman position: (5, 9),Legal actions: ['South', 'East', 'West', 'Stop'],Living ghosts: [False, False, True, False, False],Ghosts positions: [(1, 1), (5, 12), (5, 1), (7, 1)],Ghosts distances: [None, 3, None, None]
Pacman position: (5, 9),Legal actions: ['South', 'East', 'West', 'Stop'],Living ghosts: [False, False, True, False, False],Ghosts positions: [(1, 1), (5, 12), (5, 1), (7, 1)],Ghosts distances: [None, 3, None, None]
Pacman position: (5, 9),Legal actions: ['South', 'East', 'West', 'Stop'],Living ghosts: [False, False, True, False, False],Ghosts positions: [(1, 1), (5, 12), (5, 1), (7, 1)],Ghosts distances: [None, 3, None, None]
